"V1","country","year","value","crop_model","climate_model","scenario","co2","irrigation"
721106,"CAF",2044,2.38154700081659,"pdssat","miroc","rcp2.6","yes","no"
721107,"CAF",2045,2.33803871415266,"pdssat","miroc","rcp2.6","yes","no"
721108,"CAF",2046,2.08343541764576,"pdssat","miroc","rcp2.6","yes","no"
721109,"CAF",2047,2.27383181240204,"pdssat","miroc","rcp2.6","yes","no"
721110,"CAF",2048,2.15982780742186,"pdssat","miroc","rcp2.6","yes","no"
721111,"CAF",2049,2.23068164345369,"pdssat","miroc","rcp2.6","yes","no"
721112,"CAF",2050,2.19969945022652,"pdssat","miroc","rcp2.6","yes","no"
721133,"CHL",2041,1.70879843538525,"pdssat","miroc","rcp2.6","yes","no"
721134,"CHL",2042,1.79350119137016,"pdssat","miroc","rcp2.6","yes","no"
721135,"CHL",2043,1.91142637950355,"pdssat","miroc","rcp2.6","yes","no"
721136,"CHL",2044,1.88143753330116,"pdssat","miroc","rcp2.6","yes","no"
721137,"CHL",2045,1.89346291577616,"pdssat","miroc","rcp2.6","yes","no"
721138,"CHL",2046,2.22395495030169,"pdssat","miroc","rcp2.6","yes","no"
721139,"CHL",2047,1.53216329311665,"pdssat","miroc","rcp2.6","yes","no"
721140,"CHL",2048,1.44080381227988,"pdssat","miroc","rcp2.6","yes","no"
721141,"CHL",2049,2.21551243403433,"pdssat","miroc","rcp2.6","yes","no"
721142,"CHL",2050,1.37125307236222,"pdssat","miroc","rcp2.6","yes","no"
721143,"CHN",2041,5.01212145216841,"pdssat","miroc","rcp2.6","yes","no"
721144,"CHN",2042,4.50290398143701,"pdssat","miroc","rcp2.6","yes","no"
721145,"CHN",2043,4.38784920569844,"pdssat","miroc","rcp2.6","yes","no"
721146,"CHN",2044,3.8911143893595,"pdssat","miroc","rcp2.6","yes","no"
721147,"CHN",2045,4.77875026077748,"pdssat","miroc","rcp2.6","yes","no"
721148,"CHN",2046,4.77102825464585,"pdssat","miroc","rcp2.6","yes","no"
721149,"CHN",2047,5.49270824980719,"pdssat","miroc","rcp2.6","yes","no"
721150,"CHN",2048,4.14459004720689,"pdssat","miroc","rcp2.6","yes","no"
721151,"CHN",2049,5.50674402863574,"pdssat","miroc","rcp2.6","yes","no"
721152,"CHN",2050,5.24395589935876,"pdssat","miroc","rcp2.6","yes","no"
721163,"CMR",2041,2.06130178963964,"pdssat","miroc","rcp2.6","yes","no"
721164,"CMR",2042,2.10873457886953,"pdssat","miroc","rcp2.6","yes","no"
721165,"CMR",2043,2.09083834706871,"pdssat","miroc","rcp2.6","yes","no"
721166,"CMR",2044,2.01008724701982,"pdssat","miroc","rcp2.6","yes","no"
721167,"CMR",2045,1.93608643622992,"pdssat","miroc","rcp2.6","yes","no"
721168,"CMR",2046,2.05646027759112,"pdssat","miroc","rcp2.6","yes","no"
721169,"CMR",2047,1.93808916911723,"pdssat","miroc","rcp2.6","yes","no"
721170,"CMR",2048,2.03346396524641,"pdssat","miroc","rcp2.6","yes","no"
721171,"CMR",2049,1.82811352449542,"pdssat","miroc","rcp2.6","yes","no"
721172,"CMR",2050,1.99283919172871,"pdssat","miroc","rcp2.6","yes","no"
721193,"COL",2041,4.53011502418769,"pdssat","miroc","rcp2.6","yes","no"
721194,"COL",2042,5.55801505667297,"pdssat","miroc","rcp2.6","yes","no"
721195,"COL",2043,5.8815526330204,"pdssat","miroc","rcp2.6","yes","no"
721196,"COL",2044,4.90846721117201,"pdssat","miroc","rcp2.6","yes","no"
721197,"COL",2045,4.4896457908941,"pdssat","miroc","rcp2.6","yes","no"
721198,"COL",2046,4.76601393107641,"pdssat","miroc","rcp2.6","yes","no"
721199,"COL",2047,5.06101606167834,"pdssat","miroc","rcp2.6","yes","no"
721200,"COL",2048,5.17671952617543,"pdssat","miroc","rcp2.6","yes","no"
721201,"COL",2049,5.01639236535836,"pdssat","miroc","rcp2.6","yes","no"
721202,"COL",2050,5.47363486541373,"pdssat","miroc","rcp2.6","yes","no"
721213,"CRI",2041,4.67231282582531,"pdssat","miroc","rcp2.6","yes","no"
721214,"CRI",2042,4.3989419666199,"pdssat","miroc","rcp2.6","yes","no"
721215,"CRI",2043,4.85460482775618,"pdssat","miroc","rcp2.6","yes","no"
721216,"CRI",2044,5.13662624180382,"pdssat","miroc","rcp2.6","yes","no"
721217,"CRI",2045,6.10377919411822,"pdssat","miroc","rcp2.6","yes","no"
721218,"CRI",2046,5.09040462684535,"pdssat","miroc","rcp2.6","yes","no"
721219,"CRI",2047,5.78237579766827,"pdssat","miroc","rcp2.6","yes","no"
721220,"CRI",2048,4.72236203416277,"pdssat","miroc","rcp2.6","yes","no"
721221,"CRI",2049,4.16942487886908,"pdssat","miroc","rcp2.6","yes","no"
721222,"CRI",2050,6.12060841509029,"pdssat","miroc","rcp2.6","yes","no"
721283,"DOM",2041,5.77367408699657,"pdssat","miroc","rcp2.6","yes","no"
721284,"DOM",2042,7.00700744928857,"pdssat","miroc","rcp2.6","yes","no"
721285,"DOM",2043,6.96806375197758,"pdssat","miroc","rcp2.6","yes","no"
721286,"DOM",2044,3.77899689089961,"pdssat","miroc","rcp2.6","yes","no"
721287,"DOM",2045,4.70280228551251,"pdssat","miroc","rcp2.6","yes","no"
721288,"DOM",2046,5.71610986832583,"pdssat","miroc","rcp2.6","yes","no"
721289,"DOM",2047,5.26684129562726,"pdssat","miroc","rcp2.6","yes","no"
721290,"DOM",2048,3.55338539679531,"pdssat","miroc","rcp2.6","yes","no"
721291,"DOM",2049,5.60451849025575,"pdssat","miroc","rcp2.6","yes","no"
721292,"DOM",2050,3.66031003474161,"pdssat","miroc","rcp2.6","yes","no"
721313,"EGY",2041,0.0574589461130731,"pdssat","miroc","rcp2.6","yes","no"
721314,"EGY",2042,0.127560575295586,"pdssat","miroc","rcp2.6","yes","no"
721315,"EGY",2043,0.0766527056490073,"pdssat","miroc","rcp2.6","yes","no"
721316,"EGY",2044,0.0528764344791807,"pdssat","miroc","rcp2.6","yes","no"
721317,"EGY",2045,0.110402696858111,"pdssat","miroc","rcp2.6","yes","no"
721318,"EGY",2046,0.113932024895583,"pdssat","miroc","rcp2.6","yes","no"
721319,"EGY",2047,0.0656653251466187,"pdssat","miroc","rcp2.6","yes","no"
721320,"EGY",2048,0.113336747408291,"pdssat","miroc","rcp2.6","yes","no"
721321,"EGY",2049,0.112634986017973,"pdssat","miroc","rcp2.6","yes","no"
721322,"EGY",2050,0.0763546302893119,"pdssat","miroc","rcp2.6","yes","no"
721443,"GHA",2041,2.37737659423964,"pdssat","miroc","rcp2.6","yes","no"
721444,"GHA",2042,2.45737683305353,"pdssat","miroc","rcp2.6","yes","no"
721445,"GHA",2043,2.15205217888147,"pdssat","miroc","rcp2.6","yes","no"
721446,"GHA",2044,2.34883562382022,"pdssat","miroc","rcp2.6","yes","no"
721447,"GHA",2045,2.30151827551798,"pdssat","miroc","rcp2.6","yes","no"
721448,"GHA",2046,2.4088938499569,"pdssat","miroc","rcp2.6","yes","no"
721449,"GHA",2047,2.35453024708614,"pdssat","miroc","rcp2.6","yes","no"
721450,"GHA",2048,2.19432960527753,"pdssat","miroc","rcp2.6","yes","no"
721451,"GHA",2049,2.2851250312942,"pdssat","miroc","rcp2.6","yes","no"
721452,"GHA",2050,2.32151348522488,"pdssat","miroc","rcp2.6","yes","no"
721523,"GTM",2041,2.09899601108887,"pdssat","miroc","rcp2.6","yes","no"
721524,"GTM",2042,4.88071874891463,"pdssat","miroc","rcp2.6","yes","no"
721525,"GTM",2043,2.41169520899401,"pdssat","miroc","rcp2.6","yes","no"
721526,"GTM",2044,4.95587369976708,"pdssat","miroc","rcp2.6","yes","no"
721527,"GTM",2045,5.15161546741316,"pdssat","miroc","rcp2.6","yes","no"
721528,"GTM",2046,7.18963651744213,"pdssat","miroc","rcp2.6","yes","no"
721529,"GTM",2047,7.55562648822603,"pdssat","miroc","rcp2.6","yes","no"
721530,"GTM",2048,5.27784314354307,"pdssat","miroc","rcp2.6","yes","no"
721531,"GTM",2049,6.63278377666719,"pdssat","miroc","rcp2.6","yes","no"
721532,"GTM",2050,6.80534592571571,"pdssat","miroc","rcp2.6","yes","no"
721713,"KEN",2041,6.38663618126574,"pdssat","miroc","rcp2.6","yes","no"
721714,"KEN",2042,5.52558926813863,"pdssat","miroc","rcp2.6","yes","no"
721715,"KEN",2043,5.24167778247831,"pdssat","miroc","rcp2.6","yes","no"
721716,"KEN",2044,5.10109330144462,"pdssat","miroc","rcp2.6","yes","no"
721717,"KEN",2045,6.4017655067419,"pdssat","miroc","rcp2.6","yes","no"
721718,"KEN",2046,4.89250705984984,"pdssat","miroc","rcp2.6","yes","no"
721719,"KEN",2047,4.81612410802121,"pdssat","miroc","rcp2.6","yes","no"
721720,"KEN",2048,4.93621252912179,"pdssat","miroc","rcp2.6","yes","no"
721721,"KEN",2049,4.05416866251629,"pdssat","miroc","rcp2.6","yes","no"
721722,"KEN",2050,5.48312712402596,"pdssat","miroc","rcp2.6","yes","no"
721853,"MAR",2041,2.67548991786646,"pdssat","miroc","rcp2.6","yes","no"
721854,"MAR",2042,5.19236944695196,"pdssat","miroc","rcp2.6","yes","no"
721855,"MAR",2043,4.28204775881881,"pdssat","miroc","rcp2.6","yes","no"
721856,"MAR",2044,5.26562623964451,"pdssat","miroc","rcp2.6","yes","no"
721857,"MAR",2045,3.97921361505927,"pdssat","miroc","rcp2.6","yes","no"
721858,"MAR",2046,3.92188266818259,"pdssat","miroc","rcp2.6","yes","no"
721859,"MAR",2047,2.28477992890317,"pdssat","miroc","rcp2.6","yes","no"
721860,"MAR",2048,5.57364271464142,"pdssat","miroc","rcp2.6","yes","no"
721861,"MAR",2049,3.33323223908652,"pdssat","miroc","rcp2.6","yes","no"
721862,"MAR",2050,4.85245126085323,"pdssat","miroc","rcp2.6","yes","no"
721883,"MEX",2041,8.09821665306266,"pdssat","miroc","rcp2.6","yes","no"
721884,"MEX",2042,7.6648908807035,"pdssat","miroc","rcp2.6","yes","no"
721885,"MEX",2043,6.46341688517261,"pdssat","miroc","rcp2.6","yes","no"
721886,"MEX",2044,8.58780692098603,"pdssat","miroc","rcp2.6","yes","no"
721887,"MEX",2045,7.93354701872683,"pdssat","miroc","rcp2.6","yes","no"
721888,"MEX",2046,8.7707678137589,"pdssat","miroc","rcp2.6","yes","no"
721889,"MEX",2047,8.89280548749687,"pdssat","miroc","rcp2.6","yes","no"
721890,"MEX",2048,8.80284286040023,"pdssat","miroc","rcp2.6","yes","no"
721891,"MEX",2049,8.71071095270286,"pdssat","miroc","rcp2.6","yes","no"
721892,"MEX",2050,8.74516822179127,"pdssat","miroc","rcp2.6","yes","no"
721933,"MOZ",2041,4.30533843778713,"pdssat","miroc","rcp2.6","yes","no"
721934,"MOZ",2042,4.16422558947855,"pdssat","miroc","rcp2.6","yes","no"
721935,"MOZ",2043,2.70698589584443,"pdssat","miroc","rcp2.6","yes","no"
721936,"MOZ",2044,4.10550401673688,"pdssat","miroc","rcp2.6","yes","no"
721937,"MOZ",2045,3.98797038752669,"pdssat","miroc","rcp2.6","yes","no"
721938,"MOZ",2046,2.58565996314266,"pdssat","miroc","rcp2.6","yes","no"
721939,"MOZ",2047,3.21464186092529,"pdssat","miroc","rcp2.6","yes","no"
721940,"MOZ",2048,3.77787706106661,"pdssat","miroc","rcp2.6","yes","no"
721941,"MOZ",2049,3.7654926323304,"pdssat","miroc","rcp2.6","yes","no"
721942,"MOZ",2050,3.78171733017829,"pdssat","miroc","rcp2.6","yes","no"
722023,"NIC",2041,3.9892151835061,"pdssat","miroc","rcp2.6","yes","no"
722024,"NIC",2042,4.48689172658964,"pdssat","miroc","rcp2.6","yes","no"
722025,"NIC",2043,4.15657222326106,"pdssat","miroc","rcp2.6","yes","no"
722026,"NIC",2044,3.61312256559156,"pdssat","miroc","rcp2.6","yes","no"
722027,"NIC",2045,5.60034511293788,"pdssat","miroc","rcp2.6","yes","no"
722028,"NIC",2046,5.26748716416939,"pdssat","miroc","rcp2.6","yes","no"
722029,"NIC",2047,4.87262403031364,"pdssat","miroc","rcp2.6","yes","no"
722030,"NIC",2048,5.48301103394906,"pdssat","miroc","rcp2.6","yes","no"
722031,"NIC",2049,4.06253570747694,"pdssat","miroc","rcp2.6","yes","no"
722032,"NIC",2050,5.22525334237101,"pdssat","miroc","rcp2.6","yes","no"
722093,"PAN",2041,0.934257534392369,"pdssat","miroc","rcp2.6","yes","no"
722094,"PAN",2042,0.0516897193289387,"pdssat","miroc","rcp2.6","yes","no"
722095,"PAN",2043,2.12207555211643,"pdssat","miroc","rcp2.6","yes","no"
722096,"PAN",2044,1.39647601347305,"pdssat","miroc","rcp2.6","yes","no"
722097,"PAN",2045,0.325096624631381,"pdssat","miroc","rcp2.6","yes","no"
722098,"PAN",2046,0.105438838645042,"pdssat","miroc","rcp2.6","yes","no"
722099,"PAN",2047,0.275957509696104,"pdssat","miroc","rcp2.6","yes","no"
722100,"PAN",2048,0.954823697008679,"pdssat","miroc","rcp2.6","yes","no"
722101,"PAN",2049,2.20235007866436,"pdssat","miroc","rcp2.6","yes","no"
722102,"PAN",2050,3.9157514641749,"pdssat","miroc","rcp2.6","yes","no"
722103,"PER",2041,3.23373371761569,"pdssat","miroc","rcp2.6","yes","no"
722104,"PER",2042,3.09747469425073,"pdssat","miroc","rcp2.6","yes","no"
722105,"PER",2043,3.54941083820104,"pdssat","miroc","rcp2.6","yes","no"
722106,"PER",2044,3.65121116060784,"pdssat","miroc","rcp2.6","yes","no"
722107,"PER",2045,3.1310874086926,"pdssat","miroc","rcp2.6","yes","no"
722108,"PER",2046,3.28170908510344,"pdssat","miroc","rcp2.6","yes","no"
722109,"PER",2047,3.61781645658247,"pdssat","miroc","rcp2.6","yes","no"
722110,"PER",2048,3.98046838997905,"pdssat","miroc","rcp2.6","yes","no"
722111,"PER",2049,3.82967530283375,"pdssat","miroc","rcp2.6","yes","no"
722112,"PER",2050,3.55948451515507,"pdssat","miroc","rcp2.6","yes","no"
722113,"PHL",2041,3.92758496551018,"pdssat","miroc","rcp2.6","yes","no"
722114,"PHL",2042,3.50173271250651,"pdssat","miroc","rcp2.6","yes","no"
722115,"PHL",2043,3.93310805493773,"pdssat","miroc","rcp2.6","yes","no"
722116,"PHL",2044,3.71130281878088,"pdssat","miroc","rcp2.6","yes","no"
722117,"PHL",2045,3.25972312807286,"pdssat","miroc","rcp2.6","yes","no"
722118,"PHL",2046,2.97502737493816,"pdssat","miroc","rcp2.6","yes","no"
722119,"PHL",2047,3.27549958966924,"pdssat","miroc","rcp2.6","yes","no"
722120,"PHL",2048,3.43844642601404,"pdssat","miroc","rcp2.6","yes","no"
722121,"PHL",2049,3.12353708821472,"pdssat","miroc","rcp2.6","yes","no"
722122,"PHL",2050,3.24409426691701,"pdssat","miroc","rcp2.6","yes","no"
722223,"RWA",2041,2.65176345264794,"pdssat","miroc","rcp2.6","yes","no"
722224,"RWA",2042,3.08214864092515,"pdssat","miroc","rcp2.6","yes","no"
722225,"RWA",2043,2.73110725979147,"pdssat","miroc","rcp2.6","yes","no"
722226,"RWA",2044,3.29269812365451,"pdssat","miroc","rcp2.6","yes","no"
722227,"RWA",2045,2.90318553899877,"pdssat","miroc","rcp2.6","yes","no"
722228,"RWA",2046,2.92172134076364,"pdssat","miroc","rcp2.6","yes","no"
722229,"RWA",2047,2.90804558820793,"pdssat","miroc","rcp2.6","yes","no"
722230,"RWA",2048,3.14026854618385,"pdssat","miroc","rcp2.6","yes","no"
722231,"RWA",2049,2.73377453744142,"pdssat","miroc","rcp2.6","yes","no"
722232,"RWA",2050,2.82538933453924,"pdssat","miroc","rcp2.6","yes","no"
722293,"SLV",2041,4.85788652949278,"pdssat","miroc","rcp2.6","yes","no"
722294,"SLV",2042,4.24623920353581,"pdssat","miroc","rcp2.6","yes","no"
722295,"SLV",2043,4.29224952350457,"pdssat","miroc","rcp2.6","yes","no"
722296,"SLV",2044,4.5920947625215,"pdssat","miroc","rcp2.6","yes","no"
722297,"SLV",2045,5.45337146488679,"pdssat","miroc","rcp2.6","yes","no"
722298,"SLV",2046,5.71668189816495,"pdssat","miroc","rcp2.6","yes","no"
722299,"SLV",2047,5.86769229942694,"pdssat","miroc","rcp2.6","yes","no"
722300,"SLV",2048,6.12963780190264,"pdssat","miroc","rcp2.6","yes","no"
722301,"SLV",2049,4.41868969073372,"pdssat","miroc","rcp2.6","yes","no"
722302,"SLV",2050,6.00193659049679,"pdssat","miroc","rcp2.6","yes","no"
722373,"TCD",2041,1.39996944511857,"pdssat","miroc","rcp2.6","yes","no"
722374,"TCD",2042,1.47169916357282,"pdssat","miroc","rcp2.6","yes","no"
722375,"TCD",2043,1.61709010606875,"pdssat","miroc","rcp2.6","yes","no"
722376,"TCD",2044,1.42005366880859,"pdssat","miroc","rcp2.6","yes","no"
722377,"TCD",2045,1.56784544007139,"pdssat","miroc","rcp2.6","yes","no"
722378,"TCD",2046,1.82576271285908,"pdssat","miroc","rcp2.6","yes","no"
722379,"TCD",2047,1.45334763650207,"pdssat","miroc","rcp2.6","yes","no"
722380,"TCD",2048,1.79939745440735,"pdssat","miroc","rcp2.6","yes","no"
722381,"TCD",2049,1.55976734027603,"pdssat","miroc","rcp2.6","yes","no"
722382,"TCD",2050,1.58378105894402,"pdssat","miroc","rcp2.6","yes","no"
722393,"THA",2041,1.59234692600283,"pdssat","miroc","rcp2.6","yes","no"
722394,"THA",2042,2.36830117041563,"pdssat","miroc","rcp2.6","yes","no"
722395,"THA",2043,2.68509751103657,"pdssat","miroc","rcp2.6","yes","no"
722396,"THA",2044,2.41449021518634,"pdssat","miroc","rcp2.6","yes","no"
722397,"THA",2045,2.36497084517073,"pdssat","miroc","rcp2.6","yes","no"
722398,"THA",2046,2.33296738195392,"pdssat","miroc","rcp2.6","yes","no"
722399,"THA",2047,2.23838080153748,"pdssat","miroc","rcp2.6","yes","no"
722400,"THA",2048,1.82125955005743,"pdssat","miroc","rcp2.6","yes","no"
722401,"THA",2049,2.52483606542051,"pdssat","miroc","rcp2.6","yes","no"
722402,"THA",2050,2.24506439236751,"pdssat","miroc","rcp2.6","yes","no"
731292,"BDI",2006,3.02250603946193,"pdssat","miroc","rcp2.6","no","no"
731293,"BDI",2007,3.42368367743833,"pdssat","miroc","rcp2.6","no","no"
731294,"BDI",2008,3.35635728835292,"pdssat","miroc","rcp2.6","no","no"
731295,"BDI",2009,3.60204806569557,"pdssat","miroc","rcp2.6","no","no"
731296,"BDI",2010,3.60331068710237,"pdssat","miroc","rcp2.6","no","no"
731342,"BOL",2006,2.13583143740991,"pdssat","miroc","rcp2.6","no","no"
731343,"BOL",2007,2.52362842335685,"pdssat","miroc","rcp2.6","no","no"
731344,"BOL",2008,4.27912876585356,"pdssat","miroc","rcp2.6","no","no"
731345,"BOL",2009,3.23817215806444,"pdssat","miroc","rcp2.6","no","no"
731346,"BOL",2010,3.54100850683477,"pdssat","miroc","rcp2.6","no","no"
731367,"CAF",2006,2.4825577404368,"pdssat","miroc","rcp2.6","no","no"
731368,"CAF",2007,1.85660710811178,"pdssat","miroc","rcp2.6","no","no"
731369,"CAF",2008,2.36569653511997,"pdssat","miroc","rcp2.6","no","no"
731370,"CAF",2009,2.22927825065139,"pdssat","miroc","rcp2.6","no","no"
731371,"CAF",2010,2.5037889788023,"pdssat","miroc","rcp2.6","no","no"
731382,"CHL",2006,1.42532872734034,"pdssat","miroc","rcp2.6","no","no"
731383,"CHL",2007,1.43398556033985,"pdssat","miroc","rcp2.6","no","no"
731384,"CHL",2008,2.29930817060147,"pdssat","miroc","rcp2.6","no","no"
731385,"CHL",2009,1.61033883406747,"pdssat","miroc","rcp2.6","no","no"
731386,"CHL",2010,1.56054268055305,"pdssat","miroc","rcp2.6","no","no"
731387,"CHN",2006,4.15857855228279,"pdssat","miroc","rcp2.6","no","no"
731388,"CHN",2007,4.66106099791919,"pdssat","miroc","rcp2.6","no","no"
731389,"CHN",2008,4.81626026464949,"pdssat","miroc","rcp2.6","no","no"
731390,"CHN",2009,5.02246894029207,"pdssat","miroc","rcp2.6","no","no"
731391,"CHN",2010,4.28285402448227,"pdssat","miroc","rcp2.6","no","no"
731397,"CMR",2006,2.23094611031061,"pdssat","miroc","rcp2.6","no","no"
731398,"CMR",2007,2.09587453096466,"pdssat","miroc","rcp2.6","no","no"
731399,"CMR",2008,2.18003106759834,"pdssat","miroc","rcp2.6","no","no"
731400,"CMR",2009,2.22588028171344,"pdssat","miroc","rcp2.6","no","no"
731401,"CMR",2010,2.1576227602894,"pdssat","miroc","rcp2.6","no","no"
731412,"COL",2006,5.48120752639665,"pdssat","miroc","rcp2.6","no","no"
731413,"COL",2007,5.62616187060682,"pdssat","miroc","rcp2.6","no","no"
731414,"COL",2008,6.02771051089041,"pdssat","miroc","rcp2.6","no","no"
731415,"COL",2009,5.46178353564078,"pdssat","miroc","rcp2.6","no","no"
731416,"COL",2010,4.98458889662845,"pdssat","miroc","rcp2.6","no","no"
731422,"CRI",2006,4.719534910636,"pdssat","miroc","rcp2.6","no","no"
731423,"CRI",2007,5.51817981381995,"pdssat","miroc","rcp2.6","no","no"
731424,"CRI",2008,6.43409868046264,"pdssat","miroc","rcp2.6","no","no"
731425,"CRI",2009,5.42112941848791,"pdssat","miroc","rcp2.6","no","no"
731426,"CRI",2010,3.81424763370671,"pdssat","miroc","rcp2.6","no","no"
731457,"DOM",2006,5.55103378585677,"pdssat","miroc","rcp2.6","no","no"
731458,"DOM",2007,5.13013628826991,"pdssat","miroc","rcp2.6","no","no"
731459,"DOM",2008,6.35568525725871,"pdssat","miroc","rcp2.6","no","no"
731460,"DOM",2009,6.61713845922935,"pdssat","miroc","rcp2.6","no","no"
731461,"DOM",2010,4.72837115424904,"pdssat","miroc","rcp2.6","no","no"
731472,"EGY",2006,0.113476068604405,"pdssat","miroc","rcp2.6","no","no"
731473,"EGY",2007,0.119084193671573,"pdssat","miroc","rcp2.6","no","no"
731474,"EGY",2008,0.0663811990831789,"pdssat","miroc","rcp2.6","no","no"
731475,"EGY",2009,0.133355476147401,"pdssat","miroc","rcp2.6","no","no"
731476,"EGY",2010,0.0441005565081873,"pdssat","miroc","rcp2.6","no","no"
731537,"GHA",2006,2.24642638266274,"pdssat","miroc","rcp2.6","no","no"
731538,"GHA",2007,2.39351789176189,"pdssat","miroc","rcp2.6","no","no"
731539,"GHA",2008,2.42437388136758,"pdssat","miroc","rcp2.6","no","no"
731540,"GHA",2009,2.3588237798977,"pdssat","miroc","rcp2.6","no","no"
731541,"GHA",2010,2.30571740223937,"pdssat","miroc","rcp2.6","no","no"
731577,"GTM",2006,5.24277943165114,"pdssat","miroc","rcp2.6","no","no"
731578,"GTM",2007,7.54215169356337,"pdssat","miroc","rcp2.6","no","no"
731579,"GTM",2008,5.09562897213593,"pdssat","miroc","rcp2.6","no","no"
731580,"GTM",2009,2.88161375667481,"pdssat","miroc","rcp2.6","no","no"
731581,"GTM",2010,3.36922397883319,"pdssat","miroc","rcp2.6","no","no"
731672,"KEN",2006,4.13571693893957,"pdssat","miroc","rcp2.6","no","no"
731673,"KEN",2007,4.75849186194792,"pdssat","miroc","rcp2.6","no","no"
731674,"KEN",2008,4.61092528214131,"pdssat","miroc","rcp2.6","no","no"
731675,"KEN",2009,5.11676223385468,"pdssat","miroc","rcp2.6","no","no"
731676,"KEN",2010,5.312497967033,"pdssat","miroc","rcp2.6","no","no"
731742,"MAR",2006,2.28862310171685,"pdssat","miroc","rcp2.6","no","no"
731743,"MAR",2007,3.73771936487837,"pdssat","miroc","rcp2.6","no","no"
731744,"MAR",2008,1.09386266514944,"pdssat","miroc","rcp2.6","no","no"
731745,"MAR",2009,1.99544566334372,"pdssat","miroc","rcp2.6","no","no"
731746,"MAR",2010,4.89277012877091,"pdssat","miroc","rcp2.6","no","no"
731757,"MEX",2006,6.35405256673223,"pdssat","miroc","rcp2.6","no","no"
731758,"MEX",2007,8.90826547944164,"pdssat","miroc","rcp2.6","no","no"
731759,"MEX",2008,8.27877587968614,"pdssat","miroc","rcp2.6","no","no"
731760,"MEX",2009,8.79105762823784,"pdssat","miroc","rcp2.6","no","no"
731761,"MEX",2010,8.91806388103095,"pdssat","miroc","rcp2.6","no","no"
731782,"MOZ",2006,2.77625126599132,"pdssat","miroc","rcp2.6","no","no"
731783,"MOZ",2007,2.88351563374523,"pdssat","miroc","rcp2.6","no","no"
731784,"MOZ",2008,3.97749322359879,"pdssat","miroc","rcp2.6","no","no"
731785,"MOZ",2009,3.8828245507689,"pdssat","miroc","rcp2.6","no","no"
731786,"MOZ",2010,3.42589486989802,"pdssat","miroc","rcp2.6","no","no"
731827,"NIC",2006,5.1156830982484,"pdssat","miroc","rcp2.6","no","no"
731828,"NIC",2007,5.49539994827858,"pdssat","miroc","rcp2.6","no","no"
731829,"NIC",2008,4.73596876473825,"pdssat","miroc","rcp2.6","no","no"
731830,"NIC",2009,5.10909753433062,"pdssat","miroc","rcp2.6","no","no"
731831,"NIC",2010,1.53898117003606,"pdssat","miroc","rcp2.6","no","no"
731862,"PAN",2006,0.456063457864318,"pdssat","miroc","rcp2.6","no","no"
731863,"PAN",2007,0.522823670102278,"pdssat","miroc","rcp2.6","no","no"
731864,"PAN",2008,2.4410690352853,"pdssat","miroc","rcp2.6","no","no"
731865,"PAN",2009,2.14916234036282,"pdssat","miroc","rcp2.6","no","no"
731866,"PAN",2010,0.551916209797997,"pdssat","miroc","rcp2.6","no","no"
731867,"PER",2006,3.65011097573092,"pdssat","miroc","rcp2.6","no","no"
731868,"PER",2007,2.56686575909426,"pdssat","miroc","rcp2.6","no","no"
731869,"PER",2008,3.04365770228099,"pdssat","miroc","rcp2.6","no","no"
731870,"PER",2009,3.24325840700328,"pdssat","miroc","rcp2.6","no","no"
731871,"PER",2010,3.43957817165689,"pdssat","miroc","rcp2.6","no","no"
731872,"PHL",2006,3.78999927462618,"pdssat","miroc","rcp2.6","no","no"
731873,"PHL",2007,3.63378440251106,"pdssat","miroc","rcp2.6","no","no"
731874,"PHL",2008,3.187182186407,"pdssat","miroc","rcp2.6","no","no"
731875,"PHL",2009,3.30832631342336,"pdssat","miroc","rcp2.6","no","no"
731876,"PHL",2010,2.21165661679261,"pdssat","miroc","rcp2.6","no","no"
731927,"RWA",2006,3.0567040797289,"pdssat","miroc","rcp2.6","no","no"
731928,"RWA",2007,2.60565212842933,"pdssat","miroc","rcp2.6","no","no"
731929,"RWA",2008,2.61559243654873,"pdssat","miroc","rcp2.6","no","no"
731930,"RWA",2009,3.01480783925667,"pdssat","miroc","rcp2.6","no","no"
731931,"RWA",2010,3.29788967821646,"pdssat","miroc","rcp2.6","no","no"
731962,"SLV",2006,4.86698044719051,"pdssat","miroc","rcp2.6","no","no"
731963,"SLV",2007,6.30976673800475,"pdssat","miroc","rcp2.6","no","no"
731964,"SLV",2008,4.89714178024459,"pdssat","miroc","rcp2.6","no","no"
731965,"SLV",2009,5.57305288404675,"pdssat","miroc","rcp2.6","no","no"
731966,"SLV",2010,1.77167730174617,"pdssat","miroc","rcp2.6","no","no"
732002,"TCD",2006,1.80761155876533,"pdssat","miroc","rcp2.6","no","no"
732003,"TCD",2007,1.97358929695742,"pdssat","miroc","rcp2.6","no","no"
732004,"TCD",2008,1.74101540178708,"pdssat","miroc","rcp2.6","no","no"
732005,"TCD",2009,1.74609136289748,"pdssat","miroc","rcp2.6","no","no"
732006,"TCD",2010,1.59345601882196,"pdssat","miroc","rcp2.6","no","no"
732012,"THA",2006,2.82317770208588,"pdssat","miroc","rcp2.6","no","no"
732013,"THA",2007,2.90769735516148,"pdssat","miroc","rcp2.6","no","no"
732014,"THA",2008,1.92054186162407,"pdssat","miroc","rcp2.6","no","no"
